query,street1,street2,city,lat,long,formatted_address
"102 Ave & City Pky, Surrey, BC",102 Ave,City Pky,Surrey,49.187827,-122.8477272,"102 Ave & City Pkwy, Surrey, BC V3T 5X3, Canada"
"Nan & Twentieth St, New Westminster, BC",Nan,Twentieth St,New Westminster,49.203216,-122.9488125,"20th St, New Westminster, BC, Canada"
"Cameron St & North Rd, Burnaby, BC",Cameron St,North Rd,Burnaby,49.2534406,-122.8928741,"Cameron St & North Rd, Coquitlam, BC V3J 1P1, Canada"
"Willingdon Ave & Pender St, Burnaby, BC",Willingdon Ave,Pender St,Burnaby,49.2800953,-123.0031306,"Pender St & Willingdon Ave, Burnaby, BC V5C 2N1, Canada"
"Eton St & Nanaimo St, Vancouver, BC",Eton St,Nanaimo St,Vancouver,49.2875129,-123.0565338,"N Nanaimo St & Eton St, Vancouver, BC V5L 1E1, Canada"
"W 37Th Ave & Granville St, Vancouver, BC",W 37Th Ave,Granville St,Vancouver,49.2380528,-123.1394522,"Granville St & W 37th Ave, Vancouver, BC V6M 3B9, Canada"
"Lougheed Hwy & Willingdon Ave, Burnaby, BC",Lougheed Hwy,Willingdon Ave,Burnaby,49.2663512,-123.0032816,"Willingdon Ave & Lougheed Hwy, Burnaby, BC V5C, Canada"
"W 45Th Ave & Granville St, Vancouver, BC",W 45Th Ave,Granville St,Vancouver,49.23059,-123.139727,"Granville St & W 45th Ave, Vancouver, BC V6M 2H1, Canada"
"Cypress St & Cornwall Ave, Vancouver, BC",Cypress St,Cornwall Ave,Vancouver,49.2724775,-123.147793,"Cypress St & Cornwall Ave, Vancouver, BC V6J 1C6, Canada"
"Collingwood St & W 4Th Ave, Vancouver, BC",Collingwood St,W 4Th Ave,Vancouver,49.2685741,-123.1817054,"Collingwood St & W 4th Ave, Vancouver, BC V6R 1N7, Canada"
"Se Marine Dr & Gladstone St, Vancouver, BC",Se Marine Dr,Gladstone St,Vancouver,49.2082483,-123.0619849,"Gladstone St & SE Marine Dr, Vancouver, BC V5P 2S1, Canada"
"Kootenay St & E Hastings St, Vancouver, BC",Kootenay St,E Hastings St,Vancouver,49.2811202,-123.0256976,"Kootenay St & E Hastings St, Vancouver, BC V5K 2A9, Canada"
"Terminal Ave & Main St, Vancouver, BC",Terminal Ave,Main St,Vancouver,49.2728704,-123.0999316,"Main St & Terminal Ave, Vancouver, BC V6A, Canada"
"W Pender St & Granville St, Vancouver, BC",W Pender St,Granville St,Vancouver,49.2846675,-123.114861,"Granville St & W Pender St, Vancouver, BC V6C 1X6, Canada"
"Macdonald St & W Broadway, Vancouver, BC",Macdonald St,W Broadway,Vancouver,49.2640349,-123.1682213,"W Broadway & Macdonald St, Vancouver, BC V6K 2K2, Canada"
"National Ave & Quebec St, Vancouver, BC",National Ave,Quebec St,Vancouver,49.2750122,-123.1018442,"National Ave & Quebec St, Vancouver, BC V6A 4K8, Canada"
"W 12Th Ave & Cambie St, Vancouver, BC",W 12Th Ave,Cambie St,Vancouver,49.2604609,-123.1149287,"Cambie St & W 12th Ave, Vancouver, BC V5Y, Canada"
"Frederick St & E 49Th Ave, Vancouver, BC",Frederick St,E 49Th Ave,Vancouver,49.2254692,-123.0919769,"E 49th Ave & Frederick St, Vancouver, BC V5W 2H1, Canada"
"80 Ave & 132 St, Surrey, BC",80 Ave,132 St,Surrey,49.1482312,-122.8568644,"80 Ave & 132 St, Surrey, BC V3W 4N5, Canada"
"Sfu Exchange & E Campus Rd, Burnaby, BC",Sfu Exchange,E Campus Rd,Burnaby,49.2786311,-122.9129661,"SFU Transit Exchange, Burnaby, BC V5A, Canada"
"Fell Ave & Marine Dr, North Vancouver, BC",Fell Ave,Marine Dr,North Vancouver,49.3212542,-123.0946554,"Marine Dr & Fell Ave, North Vancouver, BC V7P 1R8, Canada"
"E 63Rd Ave & Knight St, Vancouver, BC",E 63Rd Ave,Knight St,Vancouver,49.2128735,-123.0771209,"Knight St & E 63rd Ave, Vancouver, BC V5P 2X7, Canada"
"Dunsmuir St & Howe St, Vancouver, BC",Dunsmuir St,Howe St,Vancouver,49.2842678,-123.1174393,"Howe St & Dunsmuir St, Vancouver, BC V6C 2T6, Canada"
"201A St & Fraser Hwy, Langley, BC",201A St,Fraser Hwy,Langley,49.1068734,-122.6641223,"Fraser Hwy & 201a St, Langley City, BC V3A 4E4, Canada"
"Robson St & Burrard St, Vancouver, BC",Robson St,Burrard St,Vancouver,49.2832975,-123.1228016,"Robson St & Burrard St, Vancouver, BC V6E 1A9, Canada"
"Sprott St & Douglas Rd, Burnaby, BC",Sprott St,Douglas Rd,Burnaby,49.2499471,-122.9810781,"Sprott St & Douglas Rd, Burnaby, BC V5G 3P8, Canada"
"Jackson Ave & E Hastings St, Vancouver, BC",Jackson Ave,E Hastings St,Vancouver,49.2812314,-123.0934163,"E Hastings St & Jackson Ave, Vancouver, BC V6A 3X1, Canada"
"Walton Ave & Johnson St, Coquitlam, BC",Walton Ave,Johnson St,Coquitlam,49.2899755,-122.8005551,"Walton Ave & Johnson Ct, Coquitlam, BC V3B 4T6, Canada"
"E King Edward Ave & Granville St, Vancouver, BC",E King Edward Ave,Granville St,Vancouver,49.2493289,-123.1391001,"Granville St & W King Edward Ave, Vancouver, BC V6J, Canada"
"Selkirk St & W 41St Ave, Vancouver, BC",Selkirk St,W 41St Ave,Vancouver,49.2341534,-123.1333359,"W 41st Ave & Selkirk St, Vancouver, BC V6M 1X2, Canada"
"Nan & Metrotown Station Loop, Burnaby, BC",Nan,Metrotown Station Loop,Burnaby,49.2259237,-123.0039226,"Metrotown Station, 4401 Beresford St, Burnaby, BC V5H 2Y4, Canada"
"Stanley Park Dr & Stanley Park Dr, Vancouver, BC",Stanley Park Dr,Stanley Park Dr,Vancouver,49.29739,-123.1359344,"Stanley Park Dr, Vancouver, BC V6G, Canada"
"Stanley Park Dr & Stanley Park Dr, Vancouver, BC",Stanley Park Dr,Stanley Park Dr,Vancouver,49.29739,-123.1359344,"Stanley Park Dr, Vancouver, BC V6G, Canada"
"William St & Gilmore Ave, Burnaby, BC",William St,Gilmore Ave,Burnaby,49.2738847,-123.0142533,"Gilmore Ave & William St, Burnaby, BC V5C 5S5, Canada"
"Esmond Ave & Hastings St, Burnaby, BC",Esmond Ave,Hastings St,Burnaby,49.2811259,-123.020977,"Hastings St & Esmond Ave, Burnaby, BC V5C 6V2, Canada"
"W Georgia St & Burrard St, Vancouver, BC",W Georgia St,Burrard St,Vancouver,49.284448,-123.1211287,"Burrard St & W Georgia St, Vancouver, BC V6E 3N9, Canada"
"W Pender St & Burrard St, Vancouver, BC",W Pender St,Burrard St,Vancouver,49.2865925,-123.117793,"Burrard St & W Pender St, Vancouver, BC V6C 1M2, Canada"
"Cassiar St & E Hastings St, Vancouver, BC",Cassiar St,E Hastings St,Vancouver,49.2810601,-123.0313874,"Cassiar Connector & E Hastings St, Vancouver, BC V5K, Canada"
"Kensington Ave & Halifax St, Burnaby, BC",Kensington Ave,Halifax St,Burnaby,49.267986,-122.970104,"Kensington Ave & Halifax St, Burnaby, BC V5B 2R1, Canada"
"W 16Th Ave & Macdonald St, Vancouver, BC",W 16Th Ave,Macdonald St,Vancouver,49.2577712,-123.1684032,"W 16th Ave & Macdonald St, Vancouver, BC V6K 3C5, Canada"
"Elliott St & Se Marine Dr, Vancouver, BC",Elliott St,Se Marine Dr,Vancouver,49.2071513,-123.0568553,"Elliott St & SE Marine Dr, Vancouver, BC V5S 2P4, Canada"
"Eighth St & Carnarvon St, New Westminster, BC",Eighth St,Carnarvon St,New Westminster,49.202101,-122.912591,"8th St & Carnarvon St, New Westminster, BC V3M 0G3, Canada"
"Carrall St & E Hastings St, Vancouver, BC",Carrall St,E Hastings St,Vancouver,49.281494,-123.1043349,"Carrall St & E Hastings St, Vancouver, BC V6A 1M9, Canada"
"Cassiar St & E Hastings St, Vancouver, BC",Cassiar St,E Hastings St,Vancouver,49.2810601,-123.0313874,"Cassiar Connector & E Hastings St, Vancouver, BC V5K, Canada"
"Richards St & W Hastings St, Vancouver, BC",Richards St,W Hastings St,Vancouver,49.2840332,-123.1119142,"Richards St & W Hastings St, Vancouver, BC V6B 1L1, Canada"
"Richards St & W Hastings St, Vancouver, BC",Richards St,W Hastings St,Vancouver,49.2840332,-123.1119142,"Richards St & W Hastings St, Vancouver, BC V6B 1L1, Canada"
"Skeena St & E Hastings St, Vancouver, BC",Skeena St,E Hastings St,Vancouver,49.2811182,-123.0283059,"E Hastings St & Skeena St, Vancouver, BC V5K 2A7, Canada"
"W 14Th Ave & Oak St, Vancouver, BC",W 14Th Ave,Oak St,Vancouver,49.258739,-123.1267995,"W 14th Ave & Oak St, Vancouver, BC V6H 2K7, Canada"
"W 12Th Ave & Oak St, Vancouver, BC",W 12Th Ave,Oak St,Vancouver,49.260642,-123.1267783,"W 12th Ave & Oak St, Vancouver, BC V6H 3N3, Canada"
"Nan & Metrotown Station Loop, Burnaby, BC",Nan,Metrotown Station Loop,Burnaby,49.2259237,-123.0039226,"Metrotown Station, 4401 Beresford St, Burnaby, BC V5H 2Y4, Canada"
"Homer St & W Hastings St, Vancouver, BC",Homer St,W Hastings St,Vancouver,49.2833967,-123.1109323,"Homer St & W Hastings St, Vancouver, BC V6B 1K6, Canada"
"Fleming St & E 41St Ave, Vancouver, BC",Fleming St,E 41St Ave,Vancouver,49.2326378,-123.0728876,"E 41st Ave & Fleming St, Vancouver, BC V5P 1K5, Canada"
"William St & Clark Dr, Vancouver, BC",William St,Clark Dr,Vancouver,49.2740596,-123.0772973,"William St & Clark Dr, Vancouver, BC V6A 2J2, Canada"
"W 6Th Ave & Knight St, Vancouver, BC",W 6Th Ave,Knight St,Vancouver,49.2665784,-123.1622946,"W 6th Ave, Vancouver, BC, Canada"
"Camosun St & Sw Marine Dr, Vancouver, BC",Camosun St,Sw Marine Dr,Vancouver,49.2350618,-123.1970691,"SW Marine Dr & Camosun St, University Endowment Lands, BC V6N 3G3, Canada"
"Denman St & Davie St, Vancouver, BC",Denman St,Davie St,Vancouver,49.287273,-123.1418124,"Denman St & Davie St, Vancouver, BC V6G, Canada"
"Nan & Kingsway, Burnaby, BC",Nan,Kingsway,Burnaby,49.2234568,-122.986291,"5368 Grimmer St, Burnaby, BC V5H 2H2, Canada"
"W 72Nd Ave & Oak St, Vancouver, BC",W 72Nd Ave,Oak St,Vancouver,49.205647,-123.130409,"W 72nd Ave & Oak St, Vancouver, BC V6P 4B4, Canada"
"Main St & E Broadway, Vancouver, BC",Main St,E Broadway,Vancouver,49.2629274,-123.1010848,"Main St & E Broadway, Vancouver, BC V5T 1W2, Canada"
"Nan & Btc-S Near Wah Rack, Burnaby, BC",Nan,Btc-S Near Wah Rack,Burnaby,49.2488091,-122.9805104,"Burnaby, BC, Canada"
"203 St & 56 Ave, Langley, BC",203 St,56 Ave,Langley,49.1041223,-122.6602098,"203 St & 56 Ave, Langley City, BC V3A 4B3, Canada"
"137 St & 72 Ave, Surrey, BC",137 St,72 Ave,Surrey,49.1335284,-122.8427847,"72 Ave & 137 St, Surrey, BC V3W, Canada"
"137 St & 72 Ave, Surrey, BC",137 St,72 Ave,Surrey,49.1335284,-122.8427847,"72 Ave & 137 St, Surrey, BC V3W, Canada"
"Maple St & W 41St Ave, Vancouver, BC",Maple St,W 41St Ave,Vancouver,49.234468,-123.1520792,"W 41st Ave & Maple St, Vancouver, BC V6M 1Y8, Canada"
"W 41St Ave & Oak St, Vancouver, BC",W 41St Ave,Oak St,Vancouver,49.2340057,-123.1279867,"W 41st Ave & Oak St, Vancouver, BC V5Z 2N5, Canada"
"Dawson St & Willingdon Ave, Burnaby, BC",Dawson St,Willingdon Ave,Burnaby,49.2644452,-123.0032783,"Willingdon Ave & Dawson St, Burnaby, BC V5C 5J4, Canada"
"Thurlow St & W Georgia St, Vancouver, BC",Thurlow St,W Georgia St,Vancouver,49.2857341,-123.1231553,"W Georgia St & Thurlow St, Vancouver, BC V6E 0A8, Canada"
"Burrard St & W 4Th Ave, Vancouver, BC",Burrard St,W 4Th Ave,Vancouver,49.2680201,-123.1457253,"Burrard St & W 4th Ave, Vancouver, BC V6J 1M4, Canada"
"Hwy 91 & Hwy 99, Richmond, BC",Hwy 91,Hwy 99,Richmond,49.2741855,-123.1302873,"91 BC-99, Vancouver, BC V6Z 1N2, Canada"
"Ubc Loop & Wesbrook Mall, Vancouver, BC",Ubc Loop,Wesbrook Mall,Vancouver,49.2675511,-123.2481004,"UBC Exchange, Greater Vancouver A, University Endowment Lands, BC V6T 2B9, Canada"
"Buller St & St. Johns St, Port Moody, BC",Buller St,St. Johns St,Port Moody,49.2766972,-122.8401676,"St Johns St & Buller St, Port Moody, BC V3H 2C7, Canada"
"Maywood St & Telford Ave, Burnaby, BC",Maywood St,Telford Ave,Burnaby,49.2225134,-123.0063143,"Telford Ave & Maywood St, Burnaby, BC V5H 4A1, Canada"
"Cambie St & W Hastings St, Vancouver, BC",Cambie St,W Hastings St,Vancouver,49.2825406,-123.1095738,"Cambie St & W Hastings St, Vancouver, BC V6B 2N4, Canada"
"E 1St Ave & Renfrew St, Vancouver, BC",E 1St Ave,Renfrew St,Vancouver,49.2694195,-123.0441467,"Renfrew St & E 1st Ave, Vancouver, BC V5K 4E1, Canada"
"E 19Th Ave & Fraser St, Vancouver, BC",E 19Th Ave,Fraser St,Vancouver,49.2537267,-123.0899781,"E 19th Ave & Fraser St, Vancouver, BC V5V 4C4, Canada"
"Metrotown Station Loop & Metrotown Station Loop, Burnaby, BC",Metrotown Station Loop,Metrotown Station Loop,Burnaby,49.2259237,-123.0039226,"Metrotown Station, 4401 Beresford St, Burnaby, BC V5H 2Y4, Canada"
"Metrotown Station Loop & Metrotown Station Loop, Burnaby, BC",Metrotown Station Loop,Metrotown Station Loop,Burnaby,49.2259237,-123.0039226,"Metrotown Station, 4401 Beresford St, Burnaby, BC V5H 2Y4, Canada"
"Nan & Btc Yard, Burnaby, BC",Nan,Btc Yard,Burnaby,49.2488091,-122.9805104,"Burnaby, BC, Canada"
"Nan & Btc Yard, Burnaby, BC",Nan,Btc Yard,Burnaby,49.2488091,-122.9805104,"Burnaby, BC, Canada"
"Main St & E Broadway, Vancouver, BC",Main St,E Broadway,Vancouver,49.2629274,-123.1010848,"Main St & E Broadway, Vancouver, BC V5T 1W2, Canada"
"Pender W & Thurlow, Nan, BC",Pender W,Thurlow,Nan,49.2875258,-123.1204064,"Thurlow St & W Pender St, Vancouver, BC V7X, Canada"
"Glover Rd & Logan Ave, Langley, BC",Glover Rd,Logan Ave,Langley,49.1061366,-122.6534746,"Logan Ave & Glover Rd, Langley City, BC V3A, Canada"
"Beckwith Rd & Great Canadian Way, Richmond, BC",Beckwith Rd,Great Canadian Way,Richmond,49.193774,-123.124444,"Beckwith Rd & Great Canadian Way, Richmond, BC V6X 2J2, Canada"
"King George Blvd & 102Nd Ave, Nan, BC",King George Blvd,102Nd Ave,Nan,49.1878884,-122.8453711,"King George Blvd & 102 Ave, Surrey, BC V3T, Canada"
"Como Lake Ave & Mariner Way, Coquitlam, BC",Como Lake Ave,Mariner Way,Coquitlam,49.2631178,-122.8177927,"Mariner Way & Como Lake Ave, Coquitlam, BC V3J, Canada"
"E 3Rd Ave & Commercial Dr, Vancouver, BC",E 3Rd Ave,Commercial Dr,Vancouver,49.2677983,-123.0696426,"Commercial Dr & E 3rd Ave, Vancouver, BC V5N 4A5, Canada"
"148Th St & 64Th Ave, Nan, BC",148Th St,64Th Ave,Nan,49.119169,-122.8121889,"148 St & 64 Ave, Surrey, BC V3S, Canada"
"Richards St & W Hastings St, Vancouver, BC",Richards St,W Hastings St,Vancouver,49.2840332,-123.1119142,"Richards St & W Hastings St, Vancouver, BC V6B 1L1, Canada"
"Vine St & W 4Th Ave, Vancouver, BC",Vine St,W 4Th Ave,Vancouver,49.2682096,-123.1575029,"Vine St & W 4th Ave, Vancouver, BC V6K 1P2, Canada"
"Kingsway & Victoria Dr, Vancouver, BC",Kingsway,Victoria Dr,Vancouver,49.2451422,-123.0652318,"Kingsway & Victoria Dr, Vancouver, BC V5N 2S9, Canada"
"W 71St Ave & Hudson St, Vancouver, BC",W 71St Ave,Hudson St,Vancouver,49.2069789,-123.134663,"W 71st Ave & Hudson St, Vancouver, BC V6P 4M5, Canada"
"Carrall St & Hastings St, Nan, BC",Carrall St,Hastings St,Nan,49.281494,-123.1043349,"Carrall St & W Hastings St, Vancouver, BC V6A 1M9, Canada"
"W 51St Ave & Oak St, Vancouver, BC",W 51St Ave,Oak St,Vancouver,49.2247948,-123.1283984,"W 51st Ave & Oak St, Vancouver, BC V6P 1C2, Canada"
"Commercial & Broadway, Nan, BC",Commercial,Broadway,Nan,49.165068,-123.937003,"39 Commercial St, Nanaimo, BC V9R 5G3, Canada"
"Moscrop & Willingdon, Nan, BC",Moscrop,Willingdon,Nan,49.2429311,-123.0034463,"Moscrop St & Willingdon Ave, Burnaby, BC V5G, Canada"
"No. 3 Rd & General Currie Rd, Richmond, BC",No. 3 Rd,General Currie Rd,Richmond,49.159228,-123.136602,"General Currie Rd & Number 3 Rd, Richmond, BC V6Y 1M9, Canada"
"Rupert St & E Broadway, Vancouver, BC",Rupert St,E Broadway,Vancouver,49.2618299,-123.0338536,"E Broadway & Rupert St, Vancouver, BC V5M 1Z8, Canada"
"Helmcken St & Burrard St, Vancouver, BC",Helmcken St,Burrard St,Vancouver,49.2801491,-123.127601,"Burrard St & Helmcken St, Vancouver, BC V6Z 1Y6, Canada"
"Granville St & E Broadway, Vancouver, BC",Granville St,E Broadway,Vancouver,49.2454569,-123.1392135,"Granville St, Vancouver, BC, Canada"
"Vine St & W 4Th Ave, Vancouver, BC",Vine St,W 4Th Ave,Vancouver,49.2682096,-123.1575029,"Vine St & W 4th Ave, Vancouver, BC V6K 1P2, Canada"
"W 32Nd Ave & Granville St, Vancouver, BC",W 32Nd Ave,Granville St,Vancouver,49.2436718,-123.1392696,"Granville St & W 32nd Ave, Vancouver, BC V6J 3A5, Canada"
"Granville St & E Pender St, Vancouver, BC",Granville St,E Pender St,Vancouver,49.284791,-123.1152311,"Eastbound W Pender St @ Granville St, W Pender St, Vancouver, BC V6C 2V6, Canada"
"Granville St & Davie St, Vancouver, BC",Granville St,Davie St,Vancouver,49.277146,-123.1261827,"Granville St & Davie St, Vancouver, BC V6B 2G6, Canada"
"E 41St Ave & Main St, Vancouver, BC",E 41St Ave,Main St,Vancouver,49.2330433,-123.101514,"Main St & E 41st Ave, Vancouver, BC V5W, Canada"
"Fell Ave & Marine Dr, North Vancouver, BC",Fell Ave,Marine Dr,North Vancouver,49.3212542,-123.0946554,"Marine Dr & Fell Ave, North Vancouver, BC V7P 1R8, Canada"
"10Th St & 8Th Ave, Nan, BC",10Th St,8Th Ave,Nan,49.1437374,-123.94608,"Eighth St, Nanaimo, BC V9R, Canada"
"Dunsmuir St & Burrard St, Vancouver, BC",Dunsmuir St,Burrard St,Vancouver,49.2855457,-123.1193954,"Burrard St & Dunsmuir St, Vancouver, BC V6C, Canada"
"Fir St & W Broadway, Vancouver, BC",Fir St,W Broadway,Vancouver,49.263688,-123.1410694,"W Broadway & Fir St, Vancouver, BC V6J 1W9, Canada"
"Fir St & W Broadway, Vancouver, BC",Fir St,W Broadway,Vancouver,49.263688,-123.1410694,"W Broadway & Fir St, Vancouver, BC V6J 1W9, Canada"
"Willow St & W 16Th Ave, Vancouver, BC",Willow St,W 16Th Ave,Vancouver,49.2570443,-123.1220455,"Willow St & W 16th Ave, Vancouver, BC V5Z 4L5, Canada"
"Cypress St & W Broadway, Vancouver, BC",Cypress St,W Broadway,Vancouver,49.2637979,-123.1481304,"W Broadway & Cypress St, Vancouver, BC V6J 1Y5, Canada"
"Alderbridge Way & No. 3 Rd, Richmond, BC",Alderbridge Way,No. 3 Rd,Richmond,49.177294,-123.1365761,"Alderbridge Way & Number 3 Rd, Richmond, BC V6X, Canada"
"Gilmore Ave & Albert St, Burnaby, BC",Gilmore Ave,Albert St,Burnaby,49.281958,-123.014169,"Albert St & Gilmore Ave, Burnaby, BC V5C 4R1, Canada"
"Nan & Granville St Bridge, Vancouver, BC",Nan,Granville St Bridge,Vancouver,49.2726148,-123.1331489,"Granville Bridge, Granville Bridge, Vancouver, BC V5Y 1V4, Canada"
"Prior St & Main St, Vancouver, BC",Prior St,Main St,Vancouver,49.2769016,-123.0997601,"Main St & Prior St, Vancouver, BC V6A, Canada"
"W 12Th Ave & Granville St, Vancouver, BC",W 12Th Ave,Granville St,Vancouver,49.2608361,-123.1386629,"Granville St & W 12th Ave, Vancouver, BC V6H 1M7, Canada"
"Nan & Ubc Loop, Vancouver, BC",Nan,Ubc Loop,Vancouver,49.3280242,-123.1556756,"1454 Marine Dr, West Vancouver, BC V7T 1B7, Canada"
"Heather St & E Broadway, Vancouver, BC",Heather St,E Broadway,Vancouver,49.2632911,-123.1198761,"W Broadway & Heather St, Vancouver, BC V5Z 3J2, Canada"
"Nan & Central Blvd, Burnaby, BC",Nan,Central Blvd,Burnaby,49.2234568,-122.986291,"5368 Grimmer St, Burnaby, BC V5H 2H2, Canada"
"King Edward Ave & Granville St, Vancouver, BC",King Edward Ave,Granville St,Vancouver,49.2493289,-123.1391001,"Granville St & W King Edward Ave, Vancouver, BC V6J, Canada"
"Nan & Grace Rd, Surrey, BC",Nan,Grace Rd,Surrey,49.1888746,-122.8954602,"Grace Rd, Surrey, BC V3V, Canada"
"Thrift Ave & Johnston Rd, White Rock, BC",Thrift Ave,Johnston Rd,White Rock,49.0275668,-122.8011506,"Johnston Rd & Thrift Ave, White Rock, BC V4B 3Z2, Canada"
"Hoist 4 & Poco Garage, Port Coquitlam, BC",Hoist 4,Poco Garage,Port Coquitlam,49.2539819,-122.7683095,"20-1850 Kingsway Ave, Port Coquitlam, BC V3C 1S6, Canada"
"Burrard St & W 16Th Ave, Vancouver, BC",Burrard St,W 16Th Ave,Vancouver,49.2571739,-123.1460015,"Burrard St & W 16th Ave, Vancouver, BC V6J 2M2, Canada"
"Imperial St & Central Blvd, Burnaby, BC",Imperial St,Central Blvd,Burnaby,49.2219437,-122.9971901,"Imperial St & Central Blvd, Burnaby, BC V5J 1C2, Canada"
"Kingsway & Joyce St, Vancouver, BC",Kingsway,Joyce St,Vancouver,49.2342077,-123.0358375,"Joyce St & Kingsway, Vancouver, BC V5R, Canada"
"Heatley Ave & E Hastings St, Vancouver, BC",Heatley Ave,E Hastings St,Vancouver,49.2811598,-123.0895924,"Heatley Ave & E Hastings St, Vancouver, BC V6A 4J9, Canada"
"Taylor Way & Marine Dr, West Vancouver, BC",Taylor Way,Marine Dr,West Vancouver,49.3270969,-123.1349385,"Marine Dr & Taylor Way, West Vancouver, BC V7T 2W5, Canada"
"Nan & Howe St, Vancouver, BC",Nan,Howe St,Vancouver,49.2863435,-123.1159795,"Canada, British Columbia, Vancouver, CA BC Vancouver #514 - 850 Hastings Street W邮政编码: V6C 1E1"
"Cambie St & W Hastings St, Vancouver, BC",Cambie St,W Hastings St,Vancouver,49.2825406,-123.1095738,"Cambie St & W Hastings St, Vancouver, BC V6B 2N4, Canada"
"Campbell Ave & E Hastings St, Vancouver, BC",Campbell Ave,E Hastings St,Vancouver,49.281081,-123.084814,"E Hastings St & Campbell Ave, Vancouver, BC V6A 3Y1, Canada"
"Terminal Ave & Station St, Vancouver, BC",Terminal Ave,Station St,Vancouver,49.2726501,-123.0985873,"Station St & Terminal Ave, Vancouver, BC V6A, Canada"
"Canada Way & Edmonds St, Burnaby, BC",Canada Way,Edmonds St,Burnaby,49.224091,-122.9411633,"Canada Way & Edmonds St, Burnaby, BC V5E 3R7, Canada"
"Cook St & No. 3 Rd, Richmond, BC",Cook St,No. 3 Rd,Richmond,49.1662355,-123.1360216,"6400 Number 3 Rd, Richmond, BC V6Y 2C2, Canada"
"W 70Th Ave & Granville St, Vancouver, BC",W 70Th Ave,Granville St,Vancouver,49.2085409,-123.1406173,"Granville St & W 70th Ave, Vancouver, BC V6P 4Z9, Canada"
"Kensington Ave & Canada Way, Burnaby, BC",Kensington Ave,Canada Way,Burnaby,49.2417062,-122.9684759,"Kensington Ave & Canada Way, Burnaby, BC V5G, Canada"
"Victoria Dr & E Hastings St, Vancouver, BC",Victoria Dr,E Hastings St,Vancouver,49.2812627,-123.065576,"E Hastings St & Victoria Dr, Vancouver, BC V5L 1T3, Canada"
"Parker St & Rupert St, Vancouver, BC",Parker St,Rupert St,Vancouver,49.2758142,-123.0336248,"Parker St & Rupert St, Vancouver, BC V5K 2V7, Canada"
"E 33Rd Ave & Victoria Dr, Vancouver, BC",E 33Rd Ave,Victoria Dr,Vancouver,49.2399866,-123.0653505,"E 33rd Ave & Victoria Dr, Vancouver, BC V5P 3T6, Canada"
"Dunlevy Ave & E Hastings St, Vancouver, BC",Dunlevy Ave,E Hastings St,Vancouver,49.2812578,-123.0953844,"Dunlevy Ave & E Hastings St, Vancouver, BC V6A 1P7, Canada"
"Nan & Wesbrook Mall, Vancouver, BC",Nan,Wesbrook Mall,Vancouver,49.2542128,-123.234575,"3378 Wesbrook Mall, Vancouver, BC V6S 0A8, Canada"
"Arthur Dr & Ladner Trunk Rd, Delta, BC",Arthur Dr,Ladner Trunk Rd,Delta,49.0900146,-123.0820584,"Ladner Trunk Rd & Arthur Dr, Delta, BC V4K 2X7, Canada"
"Commercial Dr & E Broadway, Vancouver, BC",Commercial Dr,E Broadway,Vancouver,49.2623855,-123.0697676,"Commercial Dr & E Broadway, Vancouver, BC V5N 1W2, Canada"
"Atlin St & E 29Th Ave, Vancouver, BC",Atlin St,E 29Th Ave,Vancouver,49.2446096,-123.0458807,"Atlin St & E 29th Ave, Vancouver, BC V5R 2C1, Canada"
"Oak St & W 16Th Ave, Vancouver, BC",Oak St,W 16Th Ave,Vancouver,49.2570806,-123.127241,"W 16th Ave & Oak St, Vancouver, BC V6H 2L4, Canada"
"Nan & 63Rd Ave And Granville Loop, Vancouver, BC",Nan,63Rd Ave And Granville Loop,Vancouver,49.2140121,-123.1403504,"Granville St & W 63rd Ave, Vancouver, BC V6P 4Z2, Canada"
"Deer Lake Ave & Deer Lake Pky, Burnaby, BC",Deer Lake Ave,Deer Lake Pky,Burnaby,49.2417947,-122.9756071,"Deer Lake Pkwy & Deer Lake Ave, Burnaby, BC V5G 2L8, Canada"
"Harrison Dr & Harrison Loop, Vancouver, BC",Harrison Dr,Harrison Loop,Vancouver,49.2101538,-123.0645458,"Harrison Dr & Harrison Loop, Vancouver, BC V5P 2P6, Canada"
"Harrison Dr & Harrison Loop, Vancouver, BC",Harrison Dr,Harrison Loop,Vancouver,49.2101538,-123.0645458,"Harrison Dr & Harrison Loop, Vancouver, BC V5P 2P6, Canada"
"Larch St & W Broadway, Vancouver, BC",Larch St,W Broadway,Vancouver,49.2639872,-123.1624092,"W Broadway & Larch St, Vancouver, BC V6K 2E8, Canada"
"Arbutus St & W 4Th Ave, Vancouver, BC",Arbutus St,W 4Th Ave,Vancouver,49.268156,-123.1528035,"Arbutus St & W 4th Ave, Vancouver, BC V6K 1N7, Canada"
"W 49Th Ave & Granville St, Vancouver, BC",W 49Th Ave,Granville St,Vancouver,49.2269604,-123.1398446,"Granville St & W 49th Ave, Vancouver, BC V6M 3E7, Canada"
"Seymour St & W Pender St, Vancouver, BC",Seymour St,W Pender St,Vancouver,49.284021,-123.1138578,"W Pender St & Seymour St, Vancouver, BC V6B 1V3, Canada"
"Oak St & W Broadway, Vancouver, BC",Oak St,W Broadway,Vancouver,49.2633546,-123.1266122,"W Broadway & Oak St, Vancouver, BC V6H 1E6, Canada"
"108 St & 56 Ave, Langley, BC",108 St,56 Ave,Langley,49.1040277,-122.71497,"108 56 Ave, Surrey, BC V3S, Canada"
