experience,cost_centre,in_probation,preventables_year,incidents_year,number_incidents,number_preventables,number_non_recordables,number_non_preventables,total_hours_last3yr,last_preventable_date,incidents_1957
>60 Months,VTC,N,0,5.4,17,NA,NA,12,6156.42,NA,33269
>60 Months,VTC,N,0,1.4,4,NA,NA,2,5593.33,NA,7828
>60 Months,VTC,N,0.33,3.67,11,1,NA,7,5869.29,2019-06-04T00:00:00Z,21527
>60 Months,VTC,N,0.3,4.46,15,1,2,8,6577.69,2018-10-01T00:00:00Z,29355
>60 Months,VTC,N,0,0.42,1,NA,NA,1,4666.1,NA,1957
>60 Months,VTC,N,0.32,0.96,3,1,NA,1,6124.57,2018-03-31T00:00:00Z,5871
>60 Months,VTC,N,0.35,2.44,7,1,NA,4,5623.66,2017-08-16T00:00:00Z,13699
>60 Months,VTC,N,1.15,4.97,13,3,NA,6,5117.07,2019-06-04T00:00:00Z,25441
>60 Months,VTC,N,0,1.71,5,NA,NA,4,5725.11,NA,9785
>60 Months,VTC,N,0.41,2.07,5,1,NA,3,4735.41,2019-12-30T00:00:00Z,9785
>60 Months,VTC,N,0,1.49,4,NA,NA,3,5242.94,NA,7828
>60 Months,VTC,N,0.27,1.09,4,1,NA,3,7176.32,2019-07-28T00:00:00Z,7828
>60 Months,VTC,N,0,3.99,11,NA,NA,9,5398.36,NA,21527
>60 Months,VTC,N,0.42,1.68,4,1,NA,1,4671.47,2017-08-06T00:00:00Z,7828
>60 Months,VTC,N,1.56,4.38,14,5,NA,7,6258.08,2019-05-30T00:00:00Z,27398
>60 Months,VTC,N,0.35,1.4,4,1,NA,2,5588.17,2018-04-03T00:00:00Z,7828
>60 Months,VTC,N,0,0.37,1,NA,NA,1,5348.46,NA,1957
>60 Months,VTC,N,0.71,2.13,6,2,NA,3,5522.4,2017-05-09T00:00:00Z,11742
>60 Months,VTC,N,0.96,3.83,12,3,NA,8,6132.99,2018-11-25T00:00:00Z,23484
>60 Months,VTC,N,0.63,4.7,15,2,1,10,6251.93,2018-05-29T00:00:00Z,29355
>60 Months,VTC,N,0.96,2.23,7,3,NA,4,6137.99,2019-06-22T00:00:00Z,13699
>60 Months,VTC,N,0,1.63,5,NA,NA,4,6000.88,NA,9785
>60 Months,VTC,N,0.35,3.19,9,1,NA,8,5518.7,2019-05-17T00:00:00Z,17613
>60 Months,VTC,N,0.31,5.67,18,1,1,13,6216.35,2018-10-13T00:00:00Z,35226
>60 Months,VTC,N,0.78,2.74,7,2,NA,4,4992.92,2019-11-18T00:00:00Z,13699
>60 Months,VTC,N,0,2.82,7,NA,NA,6,4863.23,NA,13699
>60 Months,VTC,N,0.37,2.98,8,1,1,6,5257.69,2017-02-01T00:00:00Z,15656
>60 Months,VTC,N,0,0.93,2,NA,NA,2,4212.95,NA,3914
>60 Months,VTC,N,0.32,1.93,6,1,1,4,6077.79,2019-10-15T00:00:00Z,11742
>60 Months,VTC,N,0.68,1.35,4,2,NA,1,5780.62,2019-12-17T00:00:00Z,7828
>60 Months,VTC,N,0,0.44,1,NA,NA,1,4469.76,NA,1957
>60 Months,VTC,N,0.41,3.7,9,1,NA,7,4755.21,2017-09-02T00:00:00Z,17613
>60 Months,VTC,N,0,2.26,6,NA,NA,5,5187.22,NA,11742
>60 Months,VTC,N,0.74,3.71,10,2,NA,6,5276.58,2019-03-08T00:00:00Z,19570
>60 Months,VTC,N,0.39,4.29,11,1,NA,9,5013.91,2020-02-03T00:00:00Z,21527
>60 Months,VTC,N,0.32,0.97,3,1,NA,2,6040.55,2017-03-01T00:00:00Z,5871
>60 Months,VTC,N,0.46,2.28,5,1,NA,4,4297.57,2018-12-27T00:00:00Z,9785
>60 Months,VTC,N,0.32,1.62,5,1,NA,1,6032.69,2019-04-23T00:00:00Z,9785
>60 Months,VTC,N,0,2.45,7,NA,NA,5,5586.07,NA,13699
>60 Months,VTC,N,0,1.59,5,NA,NA,2,6140.62,NA,9785
>60 Months,VTC,N,0.39,1.55,4,1,NA,3,5065.36,2018-10-27T00:00:00Z,7828
>60 Months,VTC,N,0,1.89,5,NA,NA,3,5164.21,NA,9785
>60 Months,VTC,N,0,1.11,3,NA,NA,3,5265.81,NA,5871
>60 Months,VTC,N,1.03,3.77,11,3,NA,5,5709.31,2020-02-14T00:00:00Z,21527
>60 Months,VTC,N,0.87,6.08,14,2,1,6,4503.82,2018-02-23T00:00:00Z,27398
>60 Months,VTC,N,0.26,4.24,16,1,NA,9,7390.63,2017-05-08T00:00:00Z,31312
>60 Months,VTC,N,0.38,1.13,3,1,NA,1,5183.53,2018-09-09T00:00:00Z,5871
>60 Months,VTC,N,0.37,3.33,9,1,NA,8,5283.89,2018-07-05T00:00:00Z,17613
>60 Months,VTC,N,0.96,2.25,7,3,1,2,6098.82,2019-10-06T00:00:00Z,13699
>60 Months,VTC,N,0,2.09,5,NA,1,2,4689.84,NA,9785
>60 Months,VTC,N,0,1.14,4,NA,NA,3,6887.48,NA,7828
>60 Months,VTC,N,0,1.13,3,NA,NA,2,5193.44,NA,5871
>60 Months,VTC,N,1.03,3.1,9,3,NA,5,5676.8,2018-10-18T00:00:00Z,17613
>60 Months,VTC,N,0.4,5.59,14,1,1,9,4899.68,2017-01-05T00:00:00Z,27398
>60 Months,VTC,N,0.48,1.43,3,1,NA,2,4102.04,2019-02-14T00:00:00Z,5871
>60 Months,VTC,N,0.35,0.71,2,1,NA,1,5525.05,2017-04-09T00:00:00Z,3914
>60 Months,VTC,N,0,9.9,4,NA,NA,3,790.96,NA,7828
>60 Months,VTC,N,0,2.52,6,NA,NA,5,4667.33,NA,11742
>60 Months,VTC,N,1.35,3.14,7,3,NA,4,4359.65,2019-05-10T00:00:00Z,13699
>60 Months,VTC,N,0.84,2.51,6,2,NA,2,4686.34,2019-05-17T00:00:00Z,11742
>60 Months,VTC,N,0.66,4.98,15,2,NA,8,5894.54,2019-08-11T00:00:00Z,29355
>60 Months,VTC,N,0.38,3.75,10,1,NA,5,5217.1,2018-10-21T00:00:00Z,19570
>60 Months,VTC,N,0,1.24,4,NA,NA,3,6313.47,NA,7828
>60 Months,VTC,N,0,3.32,4,NA,NA,1,2359.23,NA,7828
>60 Months,VTC,N,0.33,4.64,14,1,NA,12,5910.87,2018-06-05T00:00:00Z,27398
>60 Months,VTC,N,0.83,3.75,9,2,1,5,4697.9,2018-11-06T00:00:00Z,17613
>60 Months,VTC,N,0.56,1.95,7,2,NA,4,7037.51,2019-07-11T00:00:00Z,13699
>60 Months,VTC,N,0,2.46,7,NA,NA,6,5567.17,NA,13699
>60 Months,VTC,N,0.66,1.65,5,2,NA,3,5924.47,2018-10-11T00:00:00Z,9785
>60 Months,VTC,N,0,0.63,2,NA,NA,NA,6168.37,NA,3914
>60 Months,VTC,N,0,4.58,14,NA,1,11,5978.71,NA,27398
>60 Months,VTC,N,1.06,3.71,7,2,NA,5,3688.39,2018-07-31T00:00:00Z,13699
>60 Months,VTC,N,0,3.38,11,NA,NA,7,6377.13,NA,21527
>60 Months,VTC,N,0.32,1.92,6,1,1,1,6125.65,2019-12-31T00:00:00Z,11742
>60 Months,VTC,N,0.29,3.71,13,1,NA,6,6859.33,2017-08-04T00:00:00Z,25441
>60 Months,VTC,N,0.31,4.65,15,1,NA,11,6306.27,2017-10-24T00:00:00Z,29355
>60 Months,VTC,N,0,1.46,4,NA,NA,2,5361.37,NA,7828
>60 Months,VTC,N,0.35,2.78,8,1,NA,5,5639.45,2020-01-13T00:00:00Z,15656
>60 Months,VTC,N,0,3.33,8,NA,1,3,4698.16,NA,15656
>60 Months,VTC,N,0,7.24,14,NA,2,9,3782.62,NA,27398
>60 Months,VTC,N,0,1.09,3,NA,NA,2,5378.01,NA,5871
>60 Months,VTC,N,1.1,1.83,5,3,NA,2,5334.18,2020-03-03T00:00:00Z,9785
>60 Months,VTC,N,1.22,4.08,10,3,NA,5,4799.94,2019-02-26T00:00:00Z,19570
>60 Months,VTC,N,1.25,8.75,14,2,1,6,3130.27,2019-10-01T00:00:00Z,27398
>60 Months,VTC,N,0,4.17,12,NA,1,6,5627.91,NA,23484
>60 Months,VTC,N,0,3.72,8,NA,NA,7,4207.52,NA,15656
>60 Months,VTC,N,0,5.36,18,NA,1,15,6567.85,NA,35226
>60 Months,VTC,N,1.82,4.73,13,5,NA,5,5379.2,2020-02-06T00:00:00Z,25441
>60 Months,VTC,N,0.31,2.51,8,1,NA,7,6240.19,2020-02-06T00:00:00Z,15656
>60 Months,VTC,N,0.68,1.35,4,2,NA,NA,5778.34,2018-05-26T00:00:00Z,7828
>60 Months,VTC,N,0.74,4.45,12,2,NA,7,5271.64,2019-01-18T00:00:00Z,23484
>60 Months,VTC,N,0.67,3.33,10,2,2,5,5880.43,2018-10-07T00:00:00Z,19570
>60 Months,VTC,N,0.99,3.47,7,2,NA,3,3943.5,2018-06-21T00:00:00Z,13699
>60 Months,VTC,N,0.7,3.14,9,2,NA,6,5606.01,2018-11-23T00:00:00Z,17613
>60 Months,VTC,N,0.7,2.09,6,2,NA,2,5619.5,2019-10-20T00:00:00Z,11742
>60 Months,VTC,N,0,0.7,2,NA,NA,2,5610.03,NA,3914
>60 Months,VTC,N,0,2.79,7,NA,NA,4,4905.72,NA,13699
>60 Months,VTC,N,0,0.35,1,NA,NA,1,5560.82,NA,1957
>60 Months,VTC,N,0.35,2.79,8,1,NA,5,5609.59,2017-09-15T00:00:00Z,15656
>60 Months,VTC,N,0,1.15,4,NA,1,3,6799.41,NA,7828
>60 Months,VTC,N,0.82,2.88,7,2,NA,4,4750.49,2019-02-23T00:00:00Z,13699
>60 Months,VTC,N,0,2.04,6,NA,NA,3,5753.03,NA,11742
>60 Months,VTC,N,0.35,1.74,5,1,1,2,5624.46,2020-01-17T00:00:00Z,9785
>60 Months,VTC,N,0.35,5.19,15,1,3,9,5655.9,2018-09-02T00:00:00Z,29355
>60 Months,VTC,N,0,2.56,2,NA,NA,2,1528.17,NA,3914
>60 Months,VTC,N,0,2.31,6,NA,NA,4,5089.56,NA,11742
>60 Months,VTC,N,0,1.65,4,NA,NA,1,4749.73,NA,7828
>60 Months,VTC,N,1.16,4.06,7,2,NA,2,3377.72,2018-09-18T00:00:00Z,13699
>60 Months,VTC,N,1.46,3.65,10,4,NA,5,5360.22,2018-08-01T00:00:00Z,19570
>60 Months,VTC,N,1.04,3.12,9,3,NA,2,5637.68,2019-12-31T00:00:00Z,17613
>60 Months,VTC,N,0,0.6,2,NA,NA,1,6537.63,NA,3914
>60 Months,VTC,N,0,5.71,3,NA,NA,3,1028.26,NA,5871
>60 Months,VTC,N,0.69,3.09,9,2,NA,6,5703.86,2018-02-28T00:00:00Z,17613
>60 Months,VTC,N,0,8.04,16,NA,1,12,3895.34,NA,31312
>60 Months,VTC,N,0.41,2.04,5,1,NA,4,4802.35,2018-11-09T00:00:00Z,9785
>60 Months,VTC,N,0.76,3.41,9,2,NA,4,5166.56,2019-10-29T00:00:00Z,17613
>60 Months,VTC,N,1.15,4.2,11,3,NA,6,5125.9,2019-10-31T00:00:00Z,21527
>60 Months,VTC,N,0.39,2.7,7,1,NA,6,5065.18,2019-05-28T00:00:00Z,13699
>60 Months,VTC,N,1.51,9.41,25,4,NA,16,5199.6,2020-01-14T00:00:00Z,48925
>60 Months,VTC,N,0,1.59,5,NA,NA,5,6142.05,NA,9785
>60 Months,VTC,N,0.36,1.79,5,1,NA,3,5470.79,2017-10-01T00:00:00Z,9785
>60 Months,VTC,N,1.71,4.11,12,5,NA,6,5707.1,2020-01-21T00:00:00Z,23484
>60 Months,VTC,N,0,4.21,7,NA,NA,5,3252.54,NA,13699
>60 Months,VTC,N,0,0.65,2,NA,NA,2,6048.27,NA,3914
>60 Months,VTC,N,0,2.7,7,NA,1,4,5081.46,NA,13699
>60 Months,VTC,N,1.02,7.81,23,3,NA,17,5760.82,2019-08-16T00:00:00Z,45011
>60 Months,VTC,N,0,0.41,1,NA,NA,1,4784.52,NA,1957
>60 Months,VTC,N,0.35,1.75,5,1,NA,3,5583.85,2018-05-03T00:00:00Z,9785
>60 Months,VTC,N,0.94,1.89,6,3,NA,2,6226.52,2019-11-29T00:00:00Z,11742
>60 Months,VTC,N,0,3.55,10,NA,NA,9,5512.2,NA,19570
>60 Months,VTC,N,0.41,9.39,23,1,NA,10,4792.18,2018-09-04T00:00:00Z,45011
>60 Months,VTC,N,0.34,3.03,9,1,NA,5,5819.92,2017-05-05T00:00:00Z,17613
>60 Months,VTC,N,0.86,2,7,3,NA,4,6848.7,2019-04-06T00:00:00Z,13699
>60 Months,VTC,N,1.25,2.08,5,3,NA,NA,4706.37,2019-12-01T00:00:00Z,9785
>60 Months,VTC,N,0.3,2.41,8,1,NA,2,6496.39,2018-06-02T00:00:00Z,15656
>60 Months,VTC,N,0,2.54,8,NA,NA,6,6171.29,NA,15656
>60 Months,VTC,N,1.82,6.54,18,5,NA,7,5386.67,2020-01-09T00:00:00Z,35226
>60 Months,VTC,N,0,4.63,13,NA,NA,11,5499.77,NA,25441
>60 Months,VTC,N,0.56,1.69,6,2,NA,2,6956.97,2018-05-26T00:00:00Z,11742
>60 Months,VTC,N,0,3.45,10,NA,NA,9,5678.85,NA,19570
>60 Months,VTC,N,0,2.8,8,NA,NA,6,5598.82,NA,15656
>60 Months,VTC,N,0,2.58,6,NA,NA,5,4558.24,NA,11742
>60 Months,VTC,N,1.03,2.06,6,3,NA,1,5711.56,2018-08-16T00:00:00Z,11742
>60 Months,VTC,N,0,2.49,7,NA,1,6,5498.44,NA,13699
>60 Months,VTC,N,0,1.26,4,NA,NA,3,6208.92,NA,7828
>60 Months,VTC,N,1.99,4.47,9,4,NA,5,3939.93,2019-02-13T00:00:00Z,17613
>60 Months,VTC,N,0.34,2.06,6,1,NA,3,5700.32,2019-01-09T00:00:00Z,11742
>60 Months,VTC,N,0,2.69,8,NA,NA,7,5819.69,NA,15656
>60 Months,VTC,N,0,5.61,16,NA,1,8,5576.86,NA,31312
>60 Months,VTC,N,0,0.32,1,NA,NA,NA,6059.61,NA,1957
>60 Months,VTC,N,0.7,6.64,19,2,NA,13,5597.84,2019-03-12T00:00:00Z,37183
>60 Months,VTC,N,0.35,2.07,6,1,NA,5,5672.26,2018-03-09T00:00:00Z,11742
>60 Months,VTC,N,0,0.32,1,NA,NA,1,6111.18,NA,1957
>60 Months,VTC,N,0.31,1.57,5,1,NA,3,6223.28,2019-05-28T00:00:00Z,9785
>60 Months,VTC,N,0.73,2.19,6,2,NA,4,5359.3,2018-08-28T00:00:00Z,11742
>60 Months,VTC,N,1.02,3.75,11,3,NA,8,5746.4,2019-05-29T00:00:00Z,21527
>60 Months,VTC,N,1.25,3.75,9,3,NA,3,4693.87,2020-01-20T00:00:00Z,17613
>60 Months,VTC,N,0.36,3.27,9,1,1,6,5382.9,2019-02-07T00:00:00Z,17613
>60 Months,VTC,N,0.92,5.22,17,3,1,9,6367.89,2018-02-19T00:00:00Z,33269
>60 Months,VTC,N,0,0.4,1,NA,NA,NA,4937.66,NA,1957
>60 Months,VTC,N,0.33,1,3,1,NA,2,5861.55,2018-10-05T00:00:00Z,5871
>60 Months,VTC,N,0,0.33,1,NA,NA,1,5947.79,NA,1957
>60 Months,VTC,N,0.33,2.64,8,1,NA,5,5931.45,2017-04-15T00:00:00Z,15656
>60 Months,VTC,N,0.67,6.34,19,2,NA,15,5867.75,2017-05-30T00:00:00Z,37183
>60 Months,VTC,N,0.36,2.14,6,1,NA,5,5477.73,2019-12-15T00:00:00Z,11742
>60 Months,VTC,N,0,11.78,35,NA,1,19,5813.56,NA,68495
>60 Months,VTC,N,0.32,2.9,9,1,1,6,6065,2017-05-15T00:00:00Z,17613
>60 Months,VTC,N,1.04,1.73,5,3,1,1,5641.86,2019-01-03T00:00:00Z,9785
>60 Months,VTC,N,0,0.64,2,NA,NA,2,6089.92,NA,3914
>60 Months,VTC,N,0,1.83,6,NA,NA,6,6429.28,NA,11742
>60 Months,VTC,N,0.34,1.36,4,1,1,1,5768.38,2018-12-14T00:00:00Z,7828
>60 Months,VTC,N,0.34,2.38,7,1,NA,4,5748.34,2017-06-09T00:00:00Z,13699
>60 Months,VTC,N,0.38,1.15,3,1,NA,2,5094.67,2017-12-10T00:00:00Z,5871
>60 Months,VTC,N,0,2,6,NA,NA,3,5871.19,NA,11742
>18 & <60 Months,VTC,N,0.33,1.67,5,1,NA,4,5855.84,2018-07-16T00:00:00Z,9785
>18 & <60 Months,VTC,N,0.99,3.96,12,3,NA,3,5924.63,2019-11-01T00:00:00Z,23484
>18 & <60 Months,VTC,N,0,4.65,14,NA,NA,13,5888.06,NA,27398
>18 & <60 Months,VTC,N,0,6.43,19,NA,NA,13,5783.15,NA,37183
>18 & <60 Months,VTC,N,1.06,8.45,24,3,5,15,5556.2,2017-08-27T00:00:00Z,46968
>18 & <60 Months,VTC,N,0,5.39,15,NA,NA,10,5449.32,NA,29355
>18 & <60 Months,VTC,N,0,1.45,4,NA,NA,2,5384.12,NA,7828
>18 & <60 Months,VTC,N,0.31,2.17,7,1,NA,5,6318.84,2017-01-03T00:00:00Z,13699
>18 & <60 Months,VTC,N,0,2.42,7,NA,NA,7,5662.46,NA,13699
>18 & <60 Months,VTC,N,0.36,2.18,6,1,NA,3,5393.05,2019-05-01T00:00:00Z,11742
>18 & <60 Months,VTC,N,1.03,3.79,11,3,NA,6,5681.78,2019-12-13T00:00:00Z,21527
>18 & <60 Months,VTC,N,1.79,2.87,8,5,NA,2,5453.87,2020-02-03T00:00:00Z,15656
>18 & <60 Months,VTC,N,0.66,4.94,15,2,NA,9,5940.38,2018-05-03T00:00:00Z,29355
>18 & <60 Months,VTC,N,0.35,1.77,5,1,NA,1,5539.52,2017-06-21T00:00:00Z,9785
>18 & <60 Months,VTC,N,0,4.13,12,NA,NA,10,5687.82,NA,23484
>18 & <60 Months,VTC,N,0.6,3.3,11,2,NA,8,6521.13,2017-05-17T00:00:00Z,21527
>18 & <60 Months,VTC,N,1.03,5.83,17,3,1,10,5706.14,2019-03-29T00:00:00Z,33269
>18 & <60 Months,VTC,N,0.34,1.36,4,1,NA,3,5751.18,2017-04-28T00:00:00Z,7828
>18 & <60 Months,VTC,N,0.34,3.76,11,1,NA,9,5727.92,2017-05-04T00:00:00Z,21527
>18 & <60 Months,VTC,N,0,2.24,5,NA,NA,4,4374.04,NA,9785
>18 & <60 Months,VTC,N,0.33,3.91,12,1,1,9,6004.3,2017-07-18T00:00:00Z,23484
>18 & <60 Months,VTC,N,0.66,5.3,16,2,NA,13,5910.58,2019-02-25T00:00:00Z,31312
>18 & <60 Months,VTC,N,0.55,3.28,12,2,NA,7,7168.92,2019-11-18T00:00:00Z,23484
>18 & <60 Months,VTC,N,0.94,5.32,17,3,NA,9,6248.39,2019-10-15T00:00:00Z,33269
>18 & <60 Months,VTC,N,0.37,8.62,23,1,NA,17,5221.38,2017-10-04T00:00:00Z,45011
>18 & <60 Months,VTC,N,0.95,5.41,17,3,1,11,6148.44,2018-07-15T00:00:00Z,33269
>18 & <60 Months,VTC,N,0,2.72,7,NA,NA,4,5029.04,NA,13699
>18 & <60 Months,VTC,N,0,3.28,9,NA,NA,5,5365.6,NA,17613
>18 & <60 Months,VTC,N,0.87,3.06,7,2,NA,3,4475.5,2019-07-31T00:00:00Z,13699
>18 & <60 Months,VTC,N,0,3.08,8,NA,NA,7,5091.08,NA,15656
>18 & <60 Months,VTC,N,0.96,2.88,9,3,NA,1,6121.51,2019-07-25T00:00:00Z,17613
>18 & <60 Months,VTC,N,1.51,3.51,7,3,NA,3,3897.32,2019-09-04T00:00:00Z,13699
>18 & <60 Months,VTC,N,0.34,4.11,12,1,NA,7,5713.26,2018-06-28T00:00:00Z,23484
>18 & <60 Months,VTC,N,0.77,4.25,11,2,NA,5,5059.5,2018-04-22T00:00:00Z,21527
>18 & <60 Months,VTC,N,0.36,4.67,13,1,1,9,5449.58,2018-07-25T00:00:00Z,25441
>18 & <60 Months,VTC,N,0.35,1.05,3,1,NA,2,5592.86,2017-08-30T00:00:00Z,5871
>18 & <60 Months,VTC,N,0.75,3.39,9,2,NA,6,5196.24,2017-05-27T00:00:00Z,17613
>18 & <60 Months,VTC,N,0.69,5.19,15,2,NA,10,5655.84,2019-08-26T00:00:00Z,29355
>18 & <60 Months,VTC,N,0.33,1.96,6,1,NA,4,5990.84,2017-10-21T00:00:00Z,11742
>18 & <60 Months,VTC,N,0.34,4.04,12,1,NA,10,5817.47,2018-01-20T00:00:00Z,23484
>18 & <60 Months,VTC,N,0.34,2.37,7,1,NA,4,5782.53,2017-11-21T00:00:00Z,13699
>18 & <60 Months,VTC,N,0.36,2.49,7,1,NA,5,5504.35,2017-01-17T00:00:00Z,13699
>18 & <60 Months,VTC,N,0,1.59,5,NA,NA,3,6147.94,NA,9785
>18 & <60 Months,VTC,N,0.31,2.8,9,1,NA,4,6289.88,2017-05-30T00:00:00Z,17613
>18 & <60 Months,VTC,N,0,0.39,1,NA,NA,1,5001.82,NA,1957
>18 & <60 Months,VTC,N,0.57,1.15,2,1,NA,1,3410.46,2018-06-29T00:00:00Z,3914
>18 & <60 Months,VTC,N,0,3.01,9,NA,NA,7,5845.34,NA,17613
>18 & <60 Months,VTC,N,0.32,2.58,8,1,NA,6,6072.16,2018-12-17T00:00:00Z,15656
>18 & <60 Months,VTC,N,0,3.61,10,NA,NA,6,5418.84,NA,19570
>18 & <60 Months,VTC,N,0,3.41,11,NA,NA,4,6306.31,NA,21527
>18 & <60 Months,VTC,N,0.87,2.19,5,2,NA,3,4475.54,2018-08-30T00:00:00Z,9785
>18 & <60 Months,VTC,N,0,3.23,9,NA,1,5,5458,NA,17613
>18 & <60 Months,VTC,N,0.32,7.77,24,1,NA,18,6046.44,2018-08-27T00:00:00Z,46968
>18 & <60 Months,VTC,N,0,3.78,10,NA,NA,8,5183.89,NA,19570
>18 & <60 Months,VTC,N,1.34,5.71,17,4,1,10,5831.27,2018-11-01T00:00:00Z,33269
>18 & <60 Months,VTC,N,0.65,3.23,10,2,1,3,6056.11,2019-06-10T00:00:00Z,19570
>18 & <60 Months,VTC,N,1.02,9.65,19,2,NA,11,3853.08,2017-02-04T00:00:00Z,37183
>18 & <60 Months,VTC,N,0.77,8.43,22,2,NA,18,5109.4,2017-06-26T00:00:00Z,43054
>18 & <60 Months,VTC,N,0.34,4.42,13,1,NA,11,5753.06,2019-10-06T00:00:00Z,25441
>18 & <60 Months,VTC,N,0.94,4.99,16,3,NA,12,6270.49,2017-10-21T00:00:00Z,31312
>18 & <60 Months,VTC,N,1.37,3.57,13,5,4,3,7136.06,2019-08-10T00:00:00Z,25441
>18 & <60 Months,VTC,N,1.1,2.2,6,3,NA,2,5346.58,2019-04-23T00:00:00Z,11742
>18 & <60 Months,VTC,N,0.3,2.67,9,1,NA,4,6586.93,2017-10-06T00:00:00Z,17613
>18 & <60 Months,VTC,N,0,1.81,5,NA,NA,3,5408.1,NA,9785
>18 & <60 Months,VTC,N,0.65,7.18,22,2,1,13,5995.29,2018-08-01T00:00:00Z,43054
>18 & <60 Months,VTC,N,3.04,3.42,9,8,NA,NA,5151.71,2020-02-20T00:00:00Z,17613
>18 & <60 Months,VTC,N,0.4,1.61,4,1,NA,3,4870.24,2017-03-31T00:00:00Z,7828
>18 & <60 Months,VTC,N,1.83,5.87,16,5,1,8,5338.36,2019-11-11T00:00:00Z,31312
>18 & <60 Months,VTC,N,1.95,3.24,10,6,NA,4,6033.66,2019-04-27T00:00:00Z,19570
>18 & <60 Months,VTC,N,0.61,2.77,9,2,NA,6,6366.64,2019-02-19T00:00:00Z,17613
>18 & <60 Months,VTC,N,1.56,4.07,13,5,1,5,6258.14,2019-12-11T00:00:00Z,25441
>18 & <60 Months,VTC,N,1.07,3.93,11,3,2,4,5484.39,2019-12-09T00:00:00Z,21527
>18 & <60 Months,VTC,N,0,6.9,11,NA,NA,8,3121.78,NA,21527
>18 & <60 Months,VTC,N,0.34,2.38,7,1,1,4,5747.84,2017-04-18T00:00:00Z,13699
>18 & <60 Months,VTC,N,0.36,8.17,23,1,1,18,5508.88,2017-11-09T00:00:00Z,45011
>18 & <60 Months,VTC,N,0.46,9.64,21,1,NA,16,4261.44,2018-05-30T00:00:00Z,41097
>18 & <60 Months,VTC,N,1.04,5.53,16,3,2,9,5667.22,2018-01-05T00:00:00Z,31312
>18 & <60 Months,VTC,N,0.68,8.51,25,2,1,18,5751.51,2017-06-01T00:00:00Z,48925
>18 & <60 Months,VTC,N,1.31,8.73,20,3,1,9,4482.3,2019-07-16T00:00:00Z,39140
>18 & <60 Months,VTC,N,1.1,5.12,14,3,1,7,5351.48,2018-10-09T00:00:00Z,27398
>18 & <60 Months,VTC,N,1.8,7.18,20,5,1,11,5451.18,2019-12-02T00:00:00Z,39140
>18 & <60 Months,VTC,N,0,4.38,12,NA,NA,8,5358.55,NA,23484
>18 & <60 Months,VTC,N,0.74,2.95,8,2,NA,5,5305.71,2018-01-20T00:00:00Z,15656
>18 & <60 Months,VTC,N,0.36,5.44,15,1,1,7,5400.38,2017-09-09T00:00:00Z,29355
>18 & <60 Months,VTC,N,2.01,5.22,13,5,NA,7,4875.48,2018-10-24T00:00:00Z,25441
>18 & <60 Months,VTC,N,0.68,6.48,19,2,NA,8,5736.72,2019-12-06T00:00:00Z,37183
>18 & <60 Months,VTC,N,0.41,3.71,9,1,NA,8,4746.29,2018-09-08T00:00:00Z,17613
>18 & <60 Months,VTC,N,1.19,16.2,41,3,2,32,4952.31,2019-06-11T00:00:00Z,80237
>18 & <60 Months,VTC,N,0,8.74,24,NA,NA,11,5374.22,NA,46968
>18 & <60 Months,VTC,N,1.45,2.42,5,3,NA,1,4050.8,2019-09-18T00:00:00Z,9785
>18 & <60 Months,VTC,N,0.47,1.88,4,1,NA,3,4172.4,2019-11-03T00:00:00Z,7828
>18 & <60 Months,VTC,N,0,4.15,11,NA,NA,6,5186.38,NA,21527
>18 & <60 Months,VTC,N,0.84,3.35,8,2,NA,5,4667.31,2019-01-08T00:00:00Z,15656
>18 & <60 Months,VTC,N,0.41,7.33,18,1,NA,11,4805.87,2019-04-24T00:00:00Z,35226
>18 & <60 Months,VTC,N,0.41,4.95,12,1,NA,8,4743.8,2019-05-27T00:00:00Z,23484
>18 & <60 Months,VTC,N,0.39,3.1,8,1,NA,5,5052.25,2018-08-01T00:00:00Z,15656
>18 & <60 Months,VTC,N,2.39,6.58,11,4,1,4,3272.62,2018-12-22T00:00:00Z,21527
>18 & <60 Months,VTC,N,0.76,4.56,12,2,3,5,5155.62,2018-12-04T00:00:00Z,23484
>18 & <60 Months,VTC,N,0.85,3.83,9,2,NA,6,4597.93,2018-06-02T00:00:00Z,17613
>18 & <60 Months,VTC,N,1.25,4.16,10,3,NA,7,4700.48,2019-02-14T00:00:00Z,19570
>18 & <60 Months,VTC,N,0,1.99,5,NA,NA,4,4912.75,NA,9785
>18 & <60 Months,VTC,N,0,3.15,6,NA,NA,4,3730,NA,11742
>18 & <60 Months,VTC,N,0.41,4.55,11,1,NA,7,4732.95,2017-11-01T00:00:00Z,21527
>18 & <60 Months,VTC,N,0.4,9.23,23,1,NA,12,4875.87,2017-10-12T00:00:00Z,45011
>18 & <60 Months,VTC,N,1.5,7.48,15,3,1,8,3923.36,2019-05-09T00:00:00Z,29355
>18 & <60 Months,VTC,N,0,4.92,12,NA,NA,12,4777.46,NA,23484
>18 & <60 Months,VTC,N,0.44,2.22,5,1,NA,3,4403.16,2018-10-16T00:00:00Z,9785
>18 & <60 Months,VTC,N,0.43,2.6,6,1,1,2,4520.75,2018-06-18T00:00:00Z,11742
>18 & <60 Months,VTC,N,0.45,2.26,5,1,1,3,4339.06,2018-06-22T00:00:00Z,9785
>18 & <60 Months,VTC,N,0,4.74,12,NA,1,9,4952.26,NA,23484
